locus,CHR,START,STOP,phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p
2105,16,3379997,4816145,AD,Any_AMD,0.993483,0.34106,1,0.987008,0.11632,1,0.00167943
2452,21,38046450,39252059,AD,Any_AMD,-0.525292,-1,-0.20098,0.275931,0.04039,1,0.00178153
251,2,45850048,46499326,AD,Any_AMD,-0.461784,-0.78292,-0.18582,0.213244,0.03453,0.61297,0.00178698
1187,7,100849308,101950748,AD,Any_AMD,0.407855,0.15619,0.70722,0.166346,0.0244,0.50017,0.00194586
317,2,124730992,125741528,AD,Any_AMD,-1,-1,-0.34005,1,0.11563,1,0.00199383
2063,15,57641165,58712954,AD,Any_AMD,0.367051,0.14065,0.61165,0.134726,0.01978,0.37412,0.00202561
2073,15,70767984,72058129,AD,Any_AMD,-0.579034,-1,-0.22582,0.33528,0.051,1,0.00204446
1544,10,62626466,64069687,AD,Any_AMD,-0.483216,-0.84476,-0.18445,0.233498,0.03402,0.71362,0.00225448
744,4,162239290,163245541,AD,Any_AMD,-0.728196,-1,-0.28132,0.53027,0.07914,1,0.00234142
1938,13,99402295,100470868,AD,Any_AMD,0.898952,0.32706,1,0.808114,0.10721,1,0.00243948
966,6,32629240,32682213,AD,Any_AMD,-0.288398,-0.47158,-0.10576,0.0831733,0.01119,0.22238,0.00248098
1694,11,87676871,88359287,AD,Any_AMD,1,0.30731,1,1,0.0951,1,0.00249168
865,5,107265912,108641784,AD,Any_AMD,-0.548391,-0.98351,-0.2063,0.300733,0.04256,0.96728,0.00257149
1043,6,113705004,115062811,AD,Any_AMD,0.494308,0.18545,0.88093,0.244341,0.03439,0.77603,0.00263418
1971,14,38722115,40343754,AD,Any_AMD,0.607871,0.22602,1,0.369507,0.05108,1,0.00268519
155,1,201067953,202583884,AD,Any_AMD,-0.407808,-0.69876,-0.14721,0.166307,0.02167,0.48826,0.00282642
1199,7,116835337,118342090,AD,Any_AMD,-1,-1,-0.19645,1,0.04167,1,0.00287869
362,2,178149982,179224870,AD,Any_AMD,-0.783538,-1,-0.29351,0.613931,0.08615,1,0.00302434
410,2,234115093,234945577,AD,Any_AMD,-0.735212,-1,-0.27455,0.540537,0.07555,1,0.003029
1879,13,36579414,37499810,AD,Any_AMD,0.504082,0.19427,1,0.254099,0.03782,1,0.00308542
982,6,47313444,48393981,AD,Any_AMD,0.704217,0.25835,1,0.495921,0.06696,1,0.00324389
249,2,44104111,45189468,AD,Any_AMD,0.525289,0.19258,0.99596,0.275929,0.03709,0.99193,0.00345655
738,4,155044410,156520288,AD,Any_AMD,0.512639,0.1802,1,0.262799,0.03247,1,0.00402824
2176,17,2699136,3430440,AD,Any_AMD,-0.598246,-1,-0.1883,0.357899,0.03588,1,0.00440402
1686,11,79802287,80726012,AD,Any_AMD,-0.671277,-1,-0.2281,0.450613,0.05226,1,0.0045037
2373,20,3736552,4591847,AD,Any_AMD,-0.544907,-1,-0.18183,0.296924,0.03318,1,0.00456983
2033,14,106876549,107289435,AD,Any_AMD,0.7929,0.25781,1,0.62869,0.06705,1,0.00459383
628,4,29758400,30455555,AD,Any_AMD,0.569981,0.19719,1,0.324878,0.03891,1,0.00467897
832,5,65606871,67096191,AD,Any_AMD,-0.393806,-0.68858,-0.12302,0.155083,0.01517,0.47415,0.0049267
1336,8,107787164,108647463,AD,Any_AMD,-0.729185,-1,-0.24574,0.531711,0.06052,1,0.00513513
422,3,795747,1440048,AD,Any_AMD,-0.761189,-1,-0.21717,0.579409,0.04849,1,0.00525105
508,3,101906990,103450271,AD,Any_AMD,-0.410963,-0.74231,-0.12712,0.16889,0.01617,0.55102,0.00525126
1129,7,31730555,32460228,AD,Any_AMD,-0.370126,-0.67341,-0.11009,0.136994,0.0122,0.45349,0.00526852
617,4,17290237,18753263,AD,Any_AMD,0.530994,0.17522,1,0.281955,0.03103,1,0.00530282
890,5,135344944,136949853,AD,Any_AMD,0.59134,0.19317,1,0.349683,0.03744,1,0.00539004
1964,14,30831155,32382245,AD,Any_AMD,-0.760924,-1,-0.23968,0.579006,0.05829,1,0.00554271
2068,15,63218979,64339945,AD,Any_AMD,0.519101,0.16738,1,0.269466,0.0281,1,0.00563223
1080,6,156762741,158220143,AD,Any_AMD,-0.760148,-1,-0.21983,0.577824,0.04915,1,0.0057624
2124,16,24014706,25235251,AD,Any_AMD,0.463422,0.13984,0.9223,0.21476,0.01956,0.85063,0.00589997
1162,7,67474723,68569224,AD,Any_AMD,-0.525231,-1,-0.16112,0.275868,0.0262,1,0.00631352
2208,17,44865833,45883901,AD,Any_AMD,-1,-1,-0.19686,1,0.04086,1,0.0065369
4,1,2983520,3582047,AD,Any_AMD,-0.461138,-0.91281,-0.13433,0.212648,0.01812,0.83323,0.00681841
498,3,87411259,88375763,AD,Any_AMD,0.980164,0.27216,1,0.960722,0.07409,1,0.00691691
2260,18,26861068,27823155,AD,Any_AMD,1,0.19401,1,1,0.03992,1,0.00718315
374,2,191051955,193033982,AD,Any_AMD,0.670066,0.19184,1,0.448989,0.03725,1,0.00753356
914,5,165289212,166863413,AD,Any_AMD,-0.87725,-1,-0.20254,0.769567,0.04121,1,0.00755929
1498,10,10969482,11856924,AD,Any_AMD,0.367906,0.1002,0.69384,0.135355,0.01015,0.48142,0.00758636
2316,19,8199017,9105577,AD,Any_AMD,-0.324158,-0.58748,-0.08867,0.105078,0.00789,0.34513,0.00794916
649,4,49325139,53879571,AD,Any_AMD,-0.300424,-0.53483,-0.08349,0.0902543,0.00707,0.28605,0.00801272
483,3,71223282,72334704,AD,Any_AMD,0.361042,0.102,0.67297,0.130351,0.01055,0.45289,0.00801952
60,1,69438910,70992905,AD,Any_AMD,-0.791914,-1,-0.22321,0.627128,0.05029,1,0.0082521
1023,6,91097025,92015279,AD,Any_AMD,0.57627,0.16306,1,0.332088,0.02701,1,0.00867718
2196,17,27344402,29783141,AD,Any_AMD,0.895111,0.21973,1,0.801223,0.04945,1,0.00876381
395,2,218396259,219678783,AD,Any_AMD,0.49785,0.1437,1,0.247855,0.0212,1,0.00896266
1610,11,87150,1061399,AD,Any_AMD,1,0.13048,1,1,0.0199,1,0.00918225
901,5,151892618,152878627,AD,Any_AMD,1,0.11516,1,1,0.01802,1,0.0093221
2319,19,11681979,13213186,AD,Any_AMD,-0.388502,-0.7268,-0.11083,0.150934,0.01234,0.52823,0.00971313
1940,13,101573737,103050417,AD,Any_AMD,0.667556,0.18309,1,0.445631,0.03472,1,0.0100569
672,4,78967716,79880101,AD,Any_AMD,-0.473791,-1,-0.1217,0.224478,0.01547,1,0.0103486
2301,18,73568261,74471745,AD,Any_AMD,-0.553073,-1,-0.14003,0.30589,0.0204,1,0.0107328
1791,12,53039988,54371448,AD,Any_AMD,0.334244,0.07874,0.60865,0.111719,0.00661,0.37046,0.0109752
1490,10,3880323,4813182,AD,Any_AMD,0.423516,0.10694,0.92301,0.179365,0.01197,0.85195,0.0109846
673,4,79880102,81206182,AD,Any_AMD,0.831839,0.18861,1,0.691957,0.03755,1,0.0113115
1300,8,63253463,64215358,AD,Any_AMD,-0.980101,-1,-0.26847,0.960597,0.07394,1,0.0115591
176,1,226534712,228045554,AD,Any_AMD,-0.595528,-1,-0.14425,0.354653,0.02221,1,0.0118139
2046,15,35118928,36583327,AD,Any_AMD,-0.692742,-1,-0.16713,0.479891,0.03011,1,0.0118168
1431,9,86769887,87815449,AD,Any_AMD,0.611301,0.15331,1,0.373688,0.02398,1,0.0118307
2239,18,848351,1940211,AD,Any_AMD,-0.457663,-1,-0.09537,0.209455,0.00992,1,0.012228
2353,19,46765061,47752727,AD,Any_AMD,-0.234749,-0.42168,-0.05427,0.0551072,0.0032,0.17782,0.0123068
1474,9,130902728,132193798,AD,Any_AMD,0.682383,0.14538,1,0.465646,0.02492,1,0.0123383
803,5,30416067,31679464,AD,Any_AMD,-0.520274,-1,-0.11662,0.270685,0.01499,1,0.0123836
1536,10,53919162,55104428,AD,Any_AMD,-0.409171,-0.84544,-0.10364,0.167421,0.01103,0.71476,0.0124181
1172,7,81533567,82759283,AD,Any_AMD,0.407808,0.10643,0.78798,0.166307,0.01146,0.62091,0.0124828
1765,12,25058715,25990813,AD,Any_AMD,0.41768,0.0971,0.84004,0.174457,0.00952,0.70566,0.0127816
1740,12,60317,1078397,AD,Any_AMD,-0.459222,-1,-0.10484,0.210885,0.01161,1,0.0127925
964,6,32539568,32586784,AD,Any_AMD,-0.202036,-0.36068,-0.04366,0.0408184,0.00196,0.13009,0.0133719
2272,18,42974166,44300145,AD,Any_AMD,-0.380084,-0.72085,-0.08665,0.144464,0.00783,0.51962,0.0134392
850,5,89584467,90793804,AD,Any_AMD,0.752811,0.17793,1,0.566724,0.03275,1,0.0135832
1367,8,142611890,143611461,AD,Any_AMD,-0.611973,-1,-0.13521,0.374511,0.01968,1,0.0136244
148,1,193575517,194365688,AD,Any_AMD,-0.263886,-0.47736,-0.05896,0.0696356,0.00386,0.22788,0.0136598
1896,13,54684857,55576912,AD,Any_AMD,-0.841269,-1,-0.19187,0.707733,0.03858,1,0.0139373
828,5,60930754,62180368,AD,Any_AMD,-0.478773,-1,-0.10878,0.229223,0.01332,1,0.0143736
2081,15,79998207,81077025,AD,Any_AMD,0.490762,0.11302,1,0.240848,0.01357,1,0.0146613
974,6,38688721,39785907,AD,Any_AMD,-0.761098,-1,-0.14889,0.57927,0.0241,1,0.0146866
1159,7,65294278,66453993,AD,Any_AMD,-0.747111,-1,-0.19381,0.558175,0.04051,1,0.0149078
1382,9,9170121,9920258,AD,Any_AMD,-1,-1,-0.12915,1,0.02307,1,0.0155958
1547,10,66510388,67146043,AD,Any_AMD,-0.9562,-1,-0.20242,0.914318,0.04941,1,0.0163914
1616,11,4946052,5533057,AD,Any_AMD,-0.602109,-1,-0.14178,0.362536,0.02191,1,0.0167101
1572,10,92911507,94503299,AD,Any_AMD,-0.548411,-1,-0.10288,0.300755,0.01271,1,0.0177179
83,1,95122542,96147576,AD,Any_AMD,-1,-1,-0.12887,1,0.0213,1,0.0179639
829,5,62180369,63214089,AD,Any_AMD,-0.746798,-1,-0.15718,0.557707,0.0293,1,0.0182055
2006,14,76694202,77425453,AD,Any_AMD,0.278275,0.04442,0.52727,0.0774371,0.00259,0.27801,0.0185117
1829,12,97814022,99244337,AD,Any_AMD,1,0.05987,1,1,0.00919,1,0.0187009
1720,11,113889020,114742317,AD,Any_AMD,0.391936,0.07303,0.88117,0.153614,0.00631,0.77646,0.0188794
1773,12,31797153,32368905,AD,Any_AMD,-0.753402,-1,-0.15774,0.567615,0.02768,1,0.019024
368,2,184148656,184866232,AD,Any_AMD,0.640641,0.11697,1,0.410421,0.01713,1,0.0191209
207,2,4016105,4766969,AD,Any_AMD,0.69258,0.10869,1,0.479667,0.01656,1,0.0191885
2110,16,7704355,8341012,AD,Any_AMD,-0.627914,-1,-0.11053,0.394276,0.0153,1,0.0194444
2462,22,16050213,17587474,AD,Any_AMD,0.437323,0.07141,1,0.191251,0.00686,1,0.0201885
759,4,177129679,178314527,AD,Any_AMD,-0.351533,-0.71651,-0.05212,0.123575,0.00371,0.51338,0.0202185
972,6,36346354,37570051,AD,Any_AMD,0.770368,0.12342,1,0.593468,0.0191,1,0.0204565
48,1,55727135,56799636,AD,Any_AMD,-0.466565,-1,-0.07874,0.217683,0.0086,1,0.0206115
2256,18,21622717,22746153,AD,Any_AMD,-0.407473,-0.95535,-0.07111,0.166034,0.00724,0.9127,0.0206295
14,1,11709174,13481025,AD,Any_AMD,0.427804,0.07026,0.93564,0.183016,0.00578,0.87543,0.021083
2363,19,54602371,55182973,AD,Any_AMD,-0.33674,-0.77139,-0.04677,0.113394,0.00364,0.59504,0.021605
2069,15,64339946,66355634,AD,Any_AMD,-0.818773,-1,-0.11861,0.670388,0.01763,1,0.0218667
346,2,160200380,161432089,AD,Any_AMD,0.44139,0.07046,0.96113,0.194825,0.00678,0.92377,0.0218798
2268,18,38498382,39410165,AD,Any_AMD,0.436711,0.0764,0.9578,0.190716,0.00669,0.91739,0.0220289
382,2,203639687,205038119,AD,Any_AMD,-1,-1,-0.13603,1,0.02549,1,0.0221865
2040,15,27563173,29141035,AD,Any_AMD,-0.345482,-0.75327,-0.04665,0.119358,0.00346,0.56741,0.0222096
125,1,167163955,168179086,AD,Any_AMD,-1,-1,-0.02446,1,0.00587,1,0.0222731
5,1,3582048,4281476,AD,Any_AMD,-0.304168,-0.61064,-0.03987,0.0925181,0.00221,0.37289,0.0225017
2291,18,63109756,64253143,AD,Any_AMD,-0.444681,-1,-0.0674,0.197741,0.00669,1,0.0226132
2473,22,27952442,29457601,AD,Any_AMD,-0.613799,-1,-0.08559,0.376749,0.01042,1,0.0227983
28,1,27992666,29188426,AD,Any_AMD,1,0.09011,1,1,0.01394,1,0.0229089
1004,6,71610788,72290723,AD,Any_AMD,-0.609023,-1,-0.10768,0.370908,0.01482,1,0.0231063
2169,16,86748868,87669168,AD,Any_AMD,-0.411456,-1,-0.06458,0.169296,0.00586,1,0.0231226
390,2,213194363,214044566,AD,Any_AMD,0.617683,0.09733,1,0.381532,0.0123,1,0.0231465
907,5,157191082,158484775,AD,Any_AMD,-0.368603,-0.72163,-0.05319,0.135868,0.00368,0.52074,0.0234506
1419,9,72288879,73915494,AD,Any_AMD,0.959504,0.16214,1,0.920648,0.03249,1,0.0235917
956,6,30070718,30715006,AD,Any_AMD,-0.39842,-0.83594,-0.06658,0.158739,0.00533,0.69879,0.0236775
52,1,59889046,61377615,AD,Any_AMD,0.431151,0.05726,1,0.185891,0.00557,1,0.0241603
1597,10,123856185,124894142,AD,Any_AMD,0.16385,0.02106,0.30922,0.0268467,0.00073,0.09562,0.0241944
151,1,196179111,197935821,AD,Any_AMD,-0.180413,-0.34188,-0.02096,0.0325487,0.00086,0.11688,0.0242136
2099,15,99925973,100742117,AD,Any_AMD,-0.552479,-1,-0.07856,0.305233,0.00887,1,0.0242347
1914,13,74437636,75882384,AD,Any_AMD,-0.461675,-1,-0.06899,0.213143,0.00696,1,0.024372
1397,9,20483881,21674032,AD,Any_AMD,0.514265,0.08057,1,0.264469,0.00978,1,0.0245302
1440,9,94924483,95854925,AD,Any_AMD,-0.380814,-0.859,-0.05733,0.145019,0.00498,0.73788,0.0245773
2175,17,1480057,2699135,AD,Any_AMD,-0.525633,-1,-0.07759,0.27629,0.0092,1,0.0252054
623,4,24764725,25832018,AD,Any_AMD,0.423886,0.05541,1,0.17968,0.00556,1,0.0255489
2161,16,80559686,81437861,AD,Any_AMD,-0.416767,-0.93406,-0.05413,0.173695,0.00459,0.87248,0.0255492
1990,14,58447799,59447537,AD,Any_AMD,-0.423271,-0.94275,-0.0521,0.179158,0.00488,0.88878,0.0257543
2198,17,31318754,32356061,AD,Any_AMD,0.455064,0.05911,1,0.207083,0.00588,1,0.0259901
2116,16,11916632,12793149,AD,Any_AMD,-0.383814,-0.8386,-0.04715,0.147313,0.00396,0.70325,0.0262756
1270,8,24863244,25859277,AD,Any_AMD,-0.371867,-0.75653,-0.04786,0.138285,0.0038,0.57234,0.0264538
1495,10,7659873,8771920,AD,Any_AMD,0.371106,0.04791,0.75577,0.13772,0.00387,0.57119,0.0267702
1908,13,69004703,69751491,AD,Any_AMD,0.625729,0.0892,1,0.391537,0.01312,1,0.0270523
892,5,139408117,141253830,AD,Any_AMD,0.364738,0.05287,0.75821,0.133034,0.00424,0.57489,0.0271923
1953,13,114302562,115109851,AD,Any_AMD,-0.555981,-1,-0.07491,0.309114,0.00893,1,0.0274071
1708,11,100423902,101152831,AD,Any_AMD,-1,-1,-0.02037,1,0.00827,1,0.0275158
160,1,208162952,209711169,AD,Any_AMD,-0.540562,-1,-0.06652,0.292207,0.0079,1,0.027886
767,4,183603893,184338584,AD,Any_AMD,0.405987,0.05449,1,0.164826,0.00461,1,0.028012
21,1,19238925,20556202,AD,Any_AMD,0.341008,0.0423,0.73222,0.116286,0.00297,0.53615,0.0283346
468,3,54892587,55616625,AD,Any_AMD,0.268117,0.03222,0.51759,0.0718867,0.002,0.2679,0.0283851
953,6,28666365,29529755,AD,Any_AMD,0.300403,0.03381,0.57374,0.0902419,0.00203,0.32918,0.028515
141,1,186179448,187072605,AD,Any_AMD,-0.652245,-1,-0.08373,0.425424,0.01078,1,0.0287174
1117,7,17596579,19131026,AD,Any_AMD,-0.509422,-1,-0.06532,0.259511,0.00756,1,0.0295796
1315,8,81340232,82878769,AD,Any_AMD,0.404317,0.04936,0.99955,0.163472,0.00398,0.9991,0.0298555
475,3,62609819,63670803,AD,Any_AMD,-0.546488,-1,-0.06593,0.298649,0.00717,1,0.0301387
1253,8,12947936,13395051,AD,Any_AMD,0.512035,0.07534,1,0.26218,0.00812,1,0.0302055
968,6,32897999,33194975,AD,Any_AMD,-0.298464,-0.58079,-0.03177,0.089081,0.00223,0.33731,0.0302297
232,2,29627933,30575619,AD,Any_AMD,-0.413045,-1,-0.03816,0.170606,0.00403,1,0.0303214
128,1,170193208,171044255,AD,Any_AMD,0.499002,0.05558,1,0.249003,0.00633,1,0.03037
1044,6,115062812,116132147,AD,Any_AMD,0.393408,0.04766,0.84739,0.15477,0.00372,0.71807,0.0306082
61,1,70992906,72513119,AD,Any_AMD,0.710854,0.07668,1,0.505314,0.01294,1,0.0306607
1353,8,128073655,129291118,AD,Any_AMD,-0.955481,-1,-0.09002,0.912944,0.01248,1,0.030954
1842,12,113947984,114685670,AD,Any_AMD,0.46953,0.05013,1,0.220458,0.00483,1,0.0310038
333,2,142494981,143259780,AD,Any_AMD,0.893319,0.0866,1,0.798018,0.01253,1,0.0312574
1168,7,76451929,77663964,AD,Any_AMD,0.619939,0.07125,1,0.384325,0.01064,1,0.0321614
1101,7,6020654,6716905,AD,Any_AMD,0.503959,0.05537,1,0.253974,0.00708,1,0.0323798
2106,16,4816146,5782968,AD,Any_AMD,0.66338,0.07115,1,0.440073,0.00995,1,0.0325687
2318,19,10028841,11681978,AD,Any_AMD,-0.411546,-0.8975,-0.03298,0.16937,0.004,0.80551,0.032606
1458,9,113646150,114443475,AD,Any_AMD,0.881518,0.0765,1,0.777075,0.01324,1,0.0327795
2392,20,21682378,22780956,AD,Any_AMD,-0.487845,-1,-0.03365,0.237993,0.00428,1,0.0331011
204,2,1875061,2680063,AD,Any_AMD,0.296674,0.03189,0.57868,0.0880153,0.0019,0.33487,0.0335294
524,3,118903054,119759983,AD,Any_AMD,0.522546,0.05293,1,0.273054,0.00603,1,0.0335687
2060,15,54332800,55136717,AD,Any_AMD,-0.705642,-1,-0.08144,0.49793,0.0127,1,0.0337153
2226,17,69245591,70495119,AD,Any_AMD,-0.943618,-1,-0.07707,0.890415,0.01133,1,0.0341597
399,2,222327714,223353965,AD,Any_AMD,-0.250393,-0.49583,-0.01883,0.0626965,0.0012,0.24585,0.0352707
1400,9,23859375,24757729,AD,Any_AMD,0.676782,0.05773,1,0.458034,0.00903,1,0.0352773
731,4,146174872,147161042,AD,Any_AMD,-0.295718,-0.60171,-0.0182,0.087449,0.00166,0.36205,0.0372202
2089,15,89385188,90632718,AD,Any_AMD,-0.248556,-0.49271,-0.01737,0.0617803,0.00107,0.24276,0.0373276
1304,8,68683824,70004665,AD,Any_AMD,0.53227,0.0297,1,0.283312,0.00499,1,0.0373977
41,1,45167236,47257261,AD,Any_AMD,0.434508,0.03255,0.97993,0.188797,0.00389,0.96027,0.037517
1110,7,11855414,12694915,AD,Any_AMD,-0.524194,-1,-0.03588,0.27478,0.00424,1,0.0376725
197,1,245970506,246610290,AD,Any_AMD,-0.525059,-1,-0.024,0.275687,0.00454,1,0.0378046
462,3,44141694,45844191,AD,Any_AMD,-0.757395,-1,-0.04947,0.573648,0.01039,1,0.0386634
1257,8,14872768,15359692,AD,Any_AMD,1,-0.08305,1,1,0,1,0.038776
1573,10,94503300,95528160,AD,Any_AMD,-0.289303,-0.57417,-0.02109,0.0836961,0.00133,0.32967,0.0388879
129,1,171044256,172465153,AD,Any_AMD,-0.505745,-1,-0.03655,0.255778,0.00467,1,0.0389282
377,2,196446300,198140350,AD,Any_AMD,0.796694,0.05093,1,0.634721,0.00815,1,0.0391206
2162,16,81437862,82310204,AD,Any_AMD,-0.398708,-1,-0.00915,0.158968,0.00252,1,0.0397705
1857,12,129170297,129887418,AD,Any_AMD,-0.365158,-0.91537,-0.0218,0.133341,0.00232,0.83791,0.0399689
1512,10,24489448,25577761,AD,Any_AMD,0.513843,0.04133,1,0.264035,0.00585,1,0.0401648
2194,17,21432874,25872110,AD,Any_AMD,0.496789,0.03202,1,0.2468,0.00373,1,0.0402007
1735,11,130500784,131424361,AD,Any_AMD,0.4727,0.03029,1,0.223445,0.00414,1,0.0403198
1481,9,137593528,138202112,AD,Any_AMD,0.351006,0.02061,0.84192,0.123205,0.00212,0.70884,0.0408606
1959,14,24906057,25585041,AD,Any_AMD,-0.52647,-1,-0.03553,0.27717,0.0047,1,0.0410753
2103,16,1049080,1996492,AD,Any_AMD,-0.295447,-0.64332,-0.01011,0.0872887,0.00147,0.41386,0.0412473
2278,18,49790997,50372823,AD,Any_AMD,0.400043,0.01833,0.89888,0.160035,0.00259,0.80798,0.0413448
2053,15,46022643,46884071,AD,Any_AMD,-0.748652,-1,-0.02997,0.560479,0.00657,1,0.0414999
2055,15,47693317,49260006,AD,Any_AMD,-0.384205,-1,-0.0137,0.147614,0.00241,1,0.0429498
1841,12,111592382,113947983,AD,Any_AMD,0.482993,0.01964,1,0.233282,0.00411,1,0.0430582
2090,15,90632719,91593623,AD,Any_AMD,-0.31629,-0.74366,-0.02082,0.100039,0.00153,0.55303,0.0435203
1027,6,95176338,96480153,AD,Any_AMD,-0.60283,-1,-0.03139,0.363404,0.00731,1,0.0443525
2343,19,36638123,38472870,AD,Any_AMD,-0.328871,-0.8024,-0.01812,0.108156,0.00175,0.64385,0.0445109
1195,7,110479480,111795299,AD,Any_AMD,-0.306518,-0.66026,-0.01042,0.0939532,0.00135,0.43594,0.0447305
882,5,125131721,126054697,AD,Any_AMD,-0.343625,-0.71708,-0.01086,0.118078,0.00137,0.5142,0.0448369
597,4,812416,1529267,AD,Any_AMD,-1,-1,0.01816,1,0,1,0.0450026
906,5,156345452,157191081,AD,Any_AMD,-0.283611,-0.57816,-0.01072,0.0804353,0.00109,0.33427,0.0457327
925,5,179794711,180902886,AD,Any_AMD,0.382555,0.00542,1,0.146348,0.0022,1,0.0459243
2201,17,34474612,36116884,AD,Any_AMD,-0.286673,-0.60312,-0.00815,0.0821815,0.00119,0.36375,0.0460565
853,5,93814605,95117259,AD,Any_AMD,-0.326131,-0.73198,-0.0083,0.106361,0.00147,0.53579,0.0471723
920,5,173606996,174662885,AD,Any_AMD,-0.379571,-0.98986,-0.00777,0.144074,0.00194,0.97982,0.0476825
1750,12,10176714,10946140,AD,Any_AMD,0.341729,0.00797,0.77849,0.116779,0.00151,0.60604,0.0481021
2381,20,11257013,12353961,AD,Any_AMD,-0.395905,-1,-0.00388,0.156741,0.00217,1,0.0486293
456,3,35913034,36840136,AD,Any_AMD,-0.555758,-1,-0.01156,0.308867,0.00426,1,0.0489436
2018,14,90662837,92101228,AD,Any_AMD,0.333612,0.00342,0.80546,0.111297,0.00162,0.64876,0.0495023
2111,16,8341013,9104469,AD,Any_AMD,-0.505569,-1,-0.00825,0.2556,0.00334,1,0.0495137
644,4,43192425,43962561,AD,Any_AMD,0.747435,0.04098,1,0.558659,0.00748,1,0.0496346
662,4,66597447,67616362,AD,Any_AMD,0.33044,0.00161,0.71169,0.109191,0.00149,0.5065,0.0498382
49,1,56799637,57529670,AD,Any_AMD,-0.673725,-1,-0.01285,0.453905,0.00575,1,0.0499903
1377,9,4596615,5437591,AD,Any_AMD,0.442377,-0.00053,1,0.195698,0,1,0.0502202
2025,14,98885323,99474533,AD,Any_AMD,0.432312,0.00496,1,0.186893,0.00236,1,0.0504895
840,5,77290256,79005158,AD,Any_AMD,-0.429122,-1,-0.00174,0.184145,0.00238,1,0.0507814
1999,14,68976913,69794542,AD,Any_AMD,0.187109,0.00531,0.37472,0.0350099,0.00049,0.14042,0.0509679
848,5,86493764,87943482,AD,Any_AMD,0.471775,0.01142,1,0.222572,0.00371,1,0.0513309
2364,19,55182974,55714085,AD,Any_AMD,-0.551005,-1,6e-05,0.303606,0,1,0.0519534
2281,18,52512524,53762996,AD,Any_AMD,-0.445962,-1,-0.01546,0.198882,0.00298,1,0.0519689
2412,20,48212976,49236418,AD,Any_AMD,-0.275672,-0.57378,-0.00297,0.0759952,0.00108,0.32922,0.052024
2413,20,49236419,50653620,AD,Any_AMD,-0.336096,-0.84999,-0.00277,0.11296,0.00129,0.72248,0.0536128
1962,14,27720241,29029224,AD,Any_AMD,-0.355018,-0.78894,-0.00046,0.126037,0.00145,0.62242,0.053753
