GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
TP73               1    3534129    3662765    439      70  198982      0.55953       0.2879
WRAP73             1    3537331    3601671    207      42  198982      -1.3102      0.90494
CCDC27             1    3633965    3698209    249      40  198982      0.97351      0.16515
SMIM1              1    3654352    3702546    203      30  198982      0.83241      0.20259
LRRC47             1    3686784    3748068    337      21  198982      0.91998      0.17879
CEP104             1    3718645    3808797    548      30  198982       1.3895     0.082333
DFFB               1    3738845    3811993    450      36  198982       1.5164     0.064705
C1orf174           1    3795697    3851857    208      29  198982       1.8335     0.033364
AJAP1              1    4680105    4853851    828      93  198982     -0.42652      0.66514
NPHP4              1    5912870    6087618    530      26  198982       1.9134     0.027849
KCNAB2             1    6017358    6171253    459      58  198982        1.461     0.072011
CHD5               1    6151847    6275194    387      42  198982       1.5088     0.065672
RNF207             1    6231189    6291359    144      22  198982       1.6072     0.054007
RPL22              1    6235080    6294679    134      22  198982        1.245      0.10657
HES3               1    6269252    6315638     94      15  198982      0.20985      0.41689
ICMT               1    6271253    6331044    135      19  198982      0.16019      0.43636
GPR153             1    6297406    6356035    143      23  198982     -0.25196      0.59946
ACOT7              1    6314332    6488826    568      27  198982      0.80997      0.20898
ESPN               1    6449836    6531004    264      18  198982       1.7602     0.039191
HES2               1    6465292    6519724    172      16  198982       1.9423     0.026048
TNFRSF25           1    6510787    6562432    116      19  198982       1.2861     0.099205
PLEKHG5            1    6516152    6615121    295      27  198982       1.0684      0.14267
NOL9               1    6571407    6649658    226      11  198982      0.77491       0.2192
TAS1R1             1    6579987    6649817    196      10  198982      0.78348      0.21667
ZBTB48             1    6605051    6659340    142      16  198982      0.64607      0.25912
PHF13              1    6638756    6694093    103      16  198982      -0.6574      0.74454
KLHL21             1    6640784    6697958    113      16  198982     -0.55808       0.7116
THAP3              1    6649925    6705646    115      16  198982     -0.39905      0.65507
DNAJC11            1    6684228    6796966    251      21  198982     0.038864       0.4845
CAMTA1             1    6810384    7839766   2956     199  198982     -0.10486      0.54176
VAMP3              1    7796329    7851492    151      25  198982      0.47652      0.31685
PER3               1    7809413    7915241    354      29  198982     0.031111      0.48759
UTS2               1    7897672    7948551    223      28  198982      0.89542      0.18528
TNFRSF9            1    7965931    8038225    152      21  198982      0.19872      0.42124
PARK7              1    7986714    8055342    133      17  198982      0.74679      0.22759
ERRFI1             1    8061779    8121393     79       8  198982       0.6099      0.27097
SLC45A1            1    8343171    8414227    205      27  198982      0.25586      0.39903
RERE               1    8402464    8912699    773      28  198982      0.62602      0.26565
ENO1               1    8911059    8974151    140      19  198982    -0.024185      0.50965
CA6                1    8970893    9045151    304      50  198982       1.9878     0.023417
SLC2A7             1    9053359    9121404    216      36  198982       3.3359   0.00042505
SLC2A5             1    9087005    9166763    283      24  198982       2.4921    0.0063487
GPR157             1    9153472    9224229    173      24  198982      0.55678      0.28884
H6PD               1    9259822    9341396    327      35  198982       1.2067      0.11377
SPSB1              1    9300202    9439591    577      73  198982      -1.5995      0.94515
SLC25A33           1    9564528    9652831    137      18  198982     -0.75851      0.77593
TMEM201            1    9613932    9684935     99      12  198982     -0.68266      0.75259
PIK3CD             1    9676789    9799172    247      42  198982      0.26717      0.39467
CLSTN1             1    9779079    9919550    221      25  198982    -0.098033      0.53905
CTNNBIP1           1    9898334   10005316    160      28  198982      0.44962      0.32649
NMNAT1             1    9968486   10055556    156      19  198982      -1.4495       0.9264
LZIC               1    9972168   10038460    125      17  198982       -1.508      0.93423
RBP7               1   10022255   10086078    118      13  198982      -2.0002      0.97726
UBE4B              1   10058041   10251297    406      20  198982     -0.83851      0.79913
KIF1B              1   10235606   10451664    671      20  198982      -1.1423      0.87334
PGD                1   10423884   10490565    189      20  198982      -1.3869      0.91726
APITD1             1   10454944   10520239    170      20  198982      -1.5518      0.93965
APITD1-CORT        1   10455159   10522060    172      20  198982      -1.5567      0.94023
CORT               1   10474776   10522060    124      14  198982      -1.3758      0.91556
PEX14              1   10500003   10700815    482      33  198982    -0.091566      0.53648
DFFA               1   10510588   10567613    136      14  198982     -0.82921      0.79651
CASZ1              1   10686661   10891733    582     102  198982      -1.2894      0.90137
C1orf127           1   10996530   11077094    268      30  198982     -0.45473      0.67535
TARDBP             1   11037462   11095549    149      18  198982     -0.71661      0.76319
MASP2              1   11076580   11142296    175      11  198982       1.1831      0.11839
SRM                1   11104649   11155091    139       8  198982       1.4938     0.067609
EXOSC10            1   11116675   11194961    204       8  198982       1.5702     0.058179
MTOR               1   11156588   11357614    419      14  198982        1.384     0.083186
ANGPTL7            1   11214346   11266038    107       6  198982       1.4616     0.071923
UBIAD1             1   11298255   11358491    117      12  198982      0.81869      0.20648
PTCHD2             1   11504295   11607640    279      17  198982       2.0881     0.018395
FBXO44             1   11679432   11733384    164      32  198982      0.53819      0.29522
FBXO6              1   11689150   11744411    180      36  198982       1.1154      0.13233
FBXO2              1   11697924   11749888    160      33  198982       1.3851     0.083008
DRAXIN             1   11716781   11790336    232      44  198982       1.2035      0.11439
MAD2L2             1   11724537   11786678    204      39  198982       1.1805       0.1189
AGTRAP             1   11761142   11820828    185      37  198982      0.23172      0.40838
C1orf167           1   11788827   11859642    282      28  198982       2.1559     0.015547
CLCN6              1   11831153   11913201    417      18  198982        2.896    0.0018898
MTHFR              1   11835787   11901160    338      14  198982       2.9246    0.0017246
NPPA               1   11895766   11942840    202      27  198982       1.7085     0.043776
NPPB               1   11907521   11953992    190      22  198982       1.6338      0.05115
PLOD1              1   11959724   12045599    282      21  198982       2.1183     0.017077
KIAA2013           1   11969645   12021485    179      21  198982       1.7398     0.040946
MFN2               1   12005238   12083572    208      21  198982      0.93918      0.17382
MIIP               1   12044299   12102106    132      17  198982       0.5385      0.29512
TNFRSF8            1   12088434   12214264    310      48  198982      -0.6468      0.74112
TNFRSF1B           1   12192044   12279279    246      36  198982      0.26425      0.39579
VPS13D             1   12255101   12582099    572      31  198982    0.0013411      0.49946
DHRS3              1   12617939   12712820    351      48  198982      0.41388      0.33948
AADACL4            1   12669566   12737097    205      27  198982       1.1243      0.13045
AADACL3            1   12741118   12798726    145      23  198982       1.6404     0.050462
C1orf158           1   12771163   12831102    173      18  198982       2.1907     0.014237
PRAMEF12           1   12799984   12848049    126      18  198982       2.1451     0.015972
PRAMEF1            1   12816546   12866777    177      25  198982       1.8814     0.029961
PRAMEF11           1   12874468   12926264    222      26  198982       0.4072      0.34193
PRAMEF2            1   12881941   12931764    210      24  198982      0.51141      0.30453
HNRNPCL1           1   12897261   12943578    193      19  198982      0.26639      0.39497
PRAMEF4            1   12929033   12981025     53      14  198982      -1.1854      0.88208
PRAMEF7            1   12941467   12990300     33      10  198982     -0.68535      0.75344
PRAMEF10           1   12942727   12993094     28       9  198982     -0.72594      0.76606
PRAMEF6            1   12988302   13042406      1       1  198982     -0.69193      0.75551
PRAMEF22           1   13000543   13048381      1       1  198982     -0.69193      0.75551
HNRNPCL2           1   13172960   13219326     70      10  198982      -0.8619      0.80563
PRAMEF5            1   13324819   13379057      2       1  198982     -0.66678      0.74754
LOC400736          1   13437414   13487656      3       1  198982      0.26677      0.39482
PRAMEF14           1   13658269   13708511      7       4  198982     -0.21608      0.58554
PRAMEF17           1   13681088   13729064     15       7  198982      -1.0262       0.8476
PRAMEF19           1   13684889   13733405     15       7  198982      -1.0262       0.8476
PRAMEF20           1   13701907   13757803     22       9  198982      -1.1037      0.86515
LRRC38             1   13791445   13875242    397      56  198982     -0.92158      0.82162
PDPN               1   13875252   13954452    302      48  198982       1.9884     0.023385
PRDM2              1   13991714   14161574    585      30  198982     -0.98521      0.83774
KAZN               1   14184646   15454544   4829     347  198982      0.60036      0.27413
TMEM51             1   15444028   15556974    578      33  198982      0.98728      0.16175
C1orf195           1   15480692   15533120    264      20  198982       1.1752      0.11996
FHAD1              1   15538730   15734767    753      79  198982      -0.3029      0.61902
EFHD2              1   15701391   15766839    216      33  198982     -0.65775      0.74465
CTRC               1   15729938   15783153    156      35  198982       -1.886      0.97035
CELA2A             1   15748223   15808586    172      29  198982      -1.0629      0.85608
CELA2B             1   15767596   15827895    192      27  198982     -0.64544      0.74068
CASP9              1   15807896   15886407    246      13  198982      0.10308      0.45895
DNAJC16            1   15818343   15908228    268      11  198982       0.3327      0.36968
AGMAT              1   15888194   15946605    235      12  198982       0.7951      0.21328
DDI2               1   15908953   16005539    304       9  198982       0.8471      0.19847
RSC1A1             1   15951364   15998217     96       6  198982      0.93398      0.17516
PLEKHM2            1   15975632   16071264    239      16  198982      0.76923      0.22088
SLC25A34           1   16027721   16077884    144      16  198982       0.2222      0.41208
TMEM82             1   16033987   16084292    143      17  198982      0.23816      0.40588
FBLIM1             1   16048107   16123089    174      27  198982      0.71301      0.23792
UQCRHL             1   16123657   16169194    191      14  198982      0.46846      0.31973
SPEN               1   16139359   16276951    288      20  198982    -0.083626      0.53332
ZBTB17             1   16258364   16337627    241      25  198982      0.11434      0.45448
TBC1D3P6           1   16267626   16333701    214      23  198982      0.15694      0.43765
C1orf64            1   16295731   16343184    215      22  198982      0.20167      0.42009
CLCNKA             1   16313486   16370548    340      22  198982      0.51612      0.30289
HSPB7              1   16330523   16381084    314      24  198982      0.19956      0.42091
CLCNKB             1   16335231   16393821    365      28  198982     0.056598      0.47743
FAM131C            1   16374264   16435127    299      21  198982     -0.79165      0.78572
EPHA2              1   16440832   16517582    174      22  198982      0.23503      0.40709
ARHGEF19           1   16514599   16574104    173      14  198982       1.7636     0.038899
ANO7P1             1   16541343   16588528     99      11  198982       2.2787     0.011342
RSG1               1   16548182   16598659    103      10  198982       2.3238     0.010067
FBXO42             1   16563339   16713965    317      13  198982       2.4364    0.0074181
SZRD1              1   16658525   16734643    173      15  198982       2.4745    0.0066712
SPATA21            1   16712101   16798919    234      31  198982       2.4508    0.0071275
NECAP2             1   16732167   16796585    176      25  198982       2.2344     0.012727
FAM231B            1   16830561   16876198    102      16  198982       2.8623     0.002103
NBPF1              1   16878922   16975100     11       6  198982      -0.2382      0.59414
FAM231A            1   16964498   17010007     25       8  198982       1.3275     0.092177
FAM231C            1   17050447   17095956      2       1  198982     -0.22838      0.59032
MST1L              1   17071129   17125975      6       4  198982        1.034      0.15057
CROCC              1   17213445   17309474    148      30  198982      0.95143      0.17069
MFAP2              1   17290997   17343081    121      18  198982       1.1587      0.12328
ATP13A2            1   17302453   17373467    180      19  198982      0.29479      0.38408
SDHB               1   17335217   17415665    343      16  198982     0.025943      0.48965
PADI2              1   17383256   17480948    425      31  198982       0.5795      0.28112
PADI1              1   17496621   17582501    393      50  198982       0.5957      0.27569
PADI3              1   17540593   17620728    361      41  198982      0.40486      0.34279
PADI4              1   17599690   17700495    527      33  198982      0.90933      0.18159
PADI6              1   17663741   17738195    367      34  198982     -0.24291      0.59596
RCC2               1   17723251   17801250    238      21  198982      -1.1675       0.8785
ARHGEF10L          1   17811693   18034370    538      55  198982       1.5944     0.055427
ACTL8              1   18046808   18163558    304      30  198982       0.7614      0.22321
IGSF21             1   18399240   18714977   1138     136  198982       -1.029      0.84826
KLHDC7A            1   18772424   18822540    197      27  198982       1.0733      0.14156
PAX7               1   18922500   19085360    508      73  198982      -1.0946      0.86315
TAS1R2             1   19156093   19221155    354      42  198982      -1.2863      0.90084
ALDH4A1            1   19187924   19264293    323      39  198982    -0.068658      0.52737
IFFO2              1   19220774   19317826    338      31  198982    0.0083916      0.49665
UBR4               1   19391000   19571812    438      26  198982     -0.14395      0.55723
EMC1               1   19532158   19613053    353      22  198982     -0.82482      0.79526
MRTO4              1   19543075   19596622    218      25  198982      -1.0223      0.84669
AKR7A3             1   19599057   19650280    203      23  198982      -1.4867      0.93145
PQLC2              1   19603740   19668925    237      32  198982      -2.0959      0.98196
AKR7A2             1   19619202   19673640    192      26  198982      -2.2564      0.98798
CAPZB              1   19655267   19847066    664      35  198982     -0.10192      0.54059
MINOS1             1   19888471   19966315    214      20  198982     -0.25114      0.59915
MINOS1-NBL1        1   19888471   19994949    299      27  198982      0.10118       0.4597
NBL1               1   19934723   19994949    155      28  198982      0.61882      0.26802
HTR6               1   19956780   20016055    172      24  198982       1.2831     0.099727
TMCO4              1   19998706   20161424    553      73  198982       1.2472      0.10616
RNF186             1   20130522   20176771    202      42  198982       0.7594      0.22381
OTUD3              1   20173356   20249438    246      30  198982      0.88793      0.18729
PLA2G2E            1   20236800   20285110    156      23  198982     -0.71598        0.763
PLA2G2A            1   20291924   20341932    169      28  198982       1.7211     0.042619
PLA2G5             1   20351157   20428394    252      23  198982      0.74239      0.22893
PLA2G2D            1   20429143   20481059    145      42  198982      0.52828      0.29865
PLA2G2F            1   20430823   20486879    147      43  198982      0.33407      0.36916
UBXN10             1   20477578   20532540    132      23  198982    -0.027952      0.51115
PLA2G2C            1   20480484   20536687    129      23  198982    -0.049814      0.51986
VWA5B1             1   20582412   20691662    416      38  198982      0.53675      0.29572
CAMK2N1            1   20798884   20847728     97      17  198982      0.51091      0.30471
MUL1               1   20815941   20869674    140      16  198982      0.33409      0.36916
FAM43B             1   20843932   20891513    161      20  198982      0.27096      0.39321
CDA                1   20880444   20955401    386      29  198982       1.3413     0.089918
PINK1              1   20924948   20988004    258      16  198982      0.36884      0.35613
DDOST              1   20968260   21023037    186      33  198982       1.8079     0.035313
KIF17              1   20980475   21079317    322      46  198982       1.7264     0.042133
SH2D5              1   21036225   21094133    165      22  198982      -1.5829      0.94328
HP1BP3             1   21059170   21148808    168      18  198982      -1.1331      0.87142
EIF4G3             1   21122785   21538381    766      24  198982      -1.4538        0.927
ECE1               1   21533740   21707034    523      46  198982      -2.0776      0.98113
NBPF3              1   21731583   21821393    337      26  198982     0.013876      0.49446
ALPL               1   21800475   21914905    452      47  198982       1.0532      0.14613
RAP1GAP            1   21912708   22031010    429      61  198982     0.053595      0.47863
USP48              1   21994791   22144688    482      39  198982       1.5975     0.055082
LDLRAD2            1   22103758   22161714    197      39  198982       1.9557     0.025252
HSPG2              1   22138737   22298750    524      35  198982       1.3125     0.094681
CELA3B             1   22268418   22325847    377      22  198982       1.9845       0.0236
CELA3A             1   22293149   22349035    388      25  198982       1.9644     0.024743
CDC42              1   22344120   22429439    302      20  198982       2.0043      0.02252
WNT4               1   22433798   22505474    261      35  198982      0.99974      0.15872
ZBTB40             1   22743344   22867650    204      22  198982     -0.16378      0.56505
EPHA8              1   22855004   22940087    253      38  198982    -0.044245      0.51765
C1QA               1   22928118   22976175    160      19  198982      0.91335      0.18053
C1QC               1   22934969   22984603    165      18  198982      0.84369      0.19942
C1QB               1   22944682   22998130    157      16  198982       1.2327      0.10884
EPHB2              1   23002263   23251823    529      62  198982       2.6969    0.0034996
LACTBL1            1   23269536   23334524    156      17  198982         1.96     0.024997
KDM1A              1   23310937   23420184    157      13  198982       1.9733     0.024231
C1orf234           1   23327327   23377343     68       9  198982       1.9064     0.028298
LUZP1              1   23400516   23539301    304      18  198982      0.52223      0.30076
HTR1D              1   23508388   23556222    164      12  198982       0.2175      0.41391
HNRNPR             1   23625953   23706143    104      12  198982     -0.73136      0.76772
ZNF436             1   23675941   23731357    140      18  198982   9.2335e-05      0.49996
TCEA3              1   23697555   23786269    209      27  198982     0.027692      0.48895
ASAP3              1   23745056   23845750    248      23  198982      0.14469      0.44248
E2F2               1   23822920   23892712    153      27  198982       1.1158      0.13225
ID3                1   23874421   23921285    102      18  198982       1.4816     0.069217
RPL11              1   23983269   24032915    112      16  198982     -0.60144      0.72623
TCEB3              1   24034856   24098549     77      11  198982     -0.39848      0.65486
PITHD1             1   24069876   24124722     38      13  198982    -0.042623        0.517
LYPLA2             1   24082275   24132029     36      13  198982     -0.59567       0.7243
GALE               1   24112089   24162294     53       6  198982      -1.4977      0.93289
HMGCL              1   24118367   24200110    149       9  198982      -1.1604      0.87706
FUCA1              1   24161567   24229859    288      13  198982        -2.01      0.97779
CNR2               1   24187005   24320549    275      14  198982      -2.3428      0.99043
PNRC2              1   24251301   24299952     15       6  198982     -0.55112      0.70922
SRSF10             1   24282935   24341953     17       6  198982     -0.35277      0.63787
MYOM3              1   24372531   24473665    351      37  198982       -1.883      0.97015
IL22RA1            1   24436261   24504783    226      30  198982      -1.9399       0.9738
IFNLR1             1   24470647   24548765    283      41  198982     -0.41706      0.66168
GRHL3              1   24610812   24700972    269      32  198982      0.90701       0.1822
STPG1              1   24673489   24776587    291      17  198982      0.15412      0.43876
NIPAL3             1   24707245   24809473    265      16  198982      0.33613      0.36839
RCAN3              1   24793841   24873510    192      22  198982       1.4213     0.077617
NCMAP              1   24847567   24945819    397      40  198982      0.86661      0.19308
SRRM1              1   24934594   25009772    102      15  198982       1.4509     0.073399
CLIC4              1   25036760   25180815    195      17  198982     -0.79149      0.78567
RUNX3              1   25216002   25326648    308      40  198982      0.15153      0.43978
SYF2               1   25538767   25594013     40      17  198982      0.78731      0.21555
RSRP1              1   25558740   25609010     30      13  198982      0.61523       0.2692
RHD                1   25563884   25666936     30      14  198982       0.4394      0.33019
TMEM50A            1   25629789   25698852     32       8  198982      0.91591      0.17986
RHCE               1   25677853   25782363    135       7  198982     -0.16588      0.56587
TMEM57             1   25722388   25836700    166       6  198982      -1.0005      0.84146
LDLRAP1            1   25835071   25905377    148      23  198982         1.75     0.040057
MAN1C1             1   25908959   26121258    312      26  198982       1.7808     0.037471
SEPN1              1   26091667   26154713    138      16  198982    -0.075517       0.5301
MTFR1L             1   26111397   26169433    138       9  198982     -0.38169      0.64866
AUNIP              1   26148414   26220939    138       9  198982     -0.69483      0.75642
PAQR7              1   26177975   26237461     85      10  198982     -0.92419      0.82231
STMN1              1   26200670   26268368     95      10  198982     -0.49765      0.69064
PAFAH2             1   26276258   26361366    175      13  198982     -0.70359      0.75916
EXTL1              1   26313266   26372955    104      13  198982      0.18028      0.42847
SLC30A2            1   26354513   26408439    119      10  198982      0.64496      0.25948
TRIM63             1   26367792   26429142    127       9  198982      0.57157      0.28381
PDIK1L             1   26402656   26462039    121       4  198982      0.12483      0.45033
FAM110D            1   26450511   26499119    104      12  198982    -0.096999      0.53864
ZNF593             1   26461388   26507364    105      13  198982     -0.15528       0.5617
CNKSR1             1   26468981   26526375    154      18  198982    -0.089719      0.53574
CATSPER4           1   26482119   26539033    166      21  198982     0.051074      0.47963
CEP85              1   26525644   26615529    303      16  198982        1.221      0.11104
SH3BGRL3           1   26571213   26618013    138      12  198982       1.1478      0.12553
UBXN11             1   26598773   26679756    247      21  198982       1.2221      0.11083
CD52               1   26609411   26657014    154      13  198982       1.4614     0.071953
AIM1L              1   26638350   26715621    266      24  198982      0.37381      0.35427
ZNF683             1   26678125   26736023    211      30  198982     -0.17653      0.57006
LIN28A             1   26702269   26766219    164      25  198982     -0.22517      0.58908
DHDDS              1   26723773   26807797    158      23  198982      0.14101      0.44393
HMGN2              1   26763902   26813133     89      16  198982       0.1719      0.43176
RPS6KA1            1   26821249   26911520    201      23  198982     -0.98789       0.8384
ARID1A             1   26987522   27118601    178      13  198982       1.0068      0.15701
LOC101928728       1   27008623   27057896     77       7  198982      0.99406       0.1601
PIGV               1   27078739   27134894     63       9  198982      0.86592      0.19327
ZDHHC18            1   27118201   27194092     99      13  198982      0.52199      0.30084
SFN                1   27154633   27200947     67       8  198982      0.13419      0.44663
GPN2               1   27195872   27251869     88      12  198982      -0.3249      0.62737
GPATCH3            1   27206979   27261962     82      11  198982       -0.364      0.64207
NUDC               1   27213187   27283362     93      12  198982     -0.48807      0.68725
NR0B2              1   27227975   27275567     71      10  198982     -0.30354      0.61926
KDF1               1   27266047   27321901     64       8  198982     -0.28661      0.61279
TRNP1              1   27285189   27337377     53       7  198982     -0.48069      0.68463
FAM46B             1   27321511   27374333     86       8  198982     -0.20422      0.58091
SLC9A1             1   27415300   27516621    178       8  198982      0.33337      0.36943
WDTC1              1   27526007   27645124    193      19  198982      0.59741      0.27512
TMEM222            1   27613636   27672891    101      16  198982      0.61431      0.26951
SYTL1              1   27633483   27690423    128      21  198982      0.51808       0.3022
MAP3K6             1   27671670   27728558     95      22  198982      0.44372      0.32862
GPR3               1   27684148   27732318     69      16  198982      0.95985      0.16857
FCN3               1   27685601   27736315     67      15  198982       0.9151      0.18007
CD164L2            1   27695596   27744823     57      10  198982      0.82617      0.20435
WASF2              1   27720734   27851678    203      14  198982      0.81793       0.2067
AHDC1              1   27850756   27965463    144      22  198982       2.3129     0.010365
FGR                1   27928800   27996727    122      19  198982       1.4331     0.075921
IFI6               1   27982572   28033724    104       6  198982       1.0731      0.14162
FAM76A             1   28017490   28099426    152       8  198982      0.51656      0.30273
STX12              1   28064694   28160963    114       8  198982     0.025653      0.48977
PPP1R8             1   28122252   28188183     71       7  198982      0.62637      0.26553
THEMIS2            1   28164055   28223196    131      19  198982      0.31493      0.37641
RPA2               1   28208035   28276255    219      14  198982      0.20747      0.41782
SMPDL3B            1   28226456   28295663    218      16  198982      0.23132      0.40853
XKR8               1   28251504   28304604    155      16  198982      0.24982      0.40136
EYA3               1   28286855   28450173    294      26  198982     -0.46801      0.68011
PTAFR              1   28463677   28555447    147      17  198982      0.14103      0.44392
DNAJC8             1   28516789   28594542    217      15  198982       -0.175      0.56946
ATPIF1             1   28527602   28574616    137      10  198982     -0.31645      0.62417
SESN2              1   28550963   28619002    181      15  198982     -0.61281         0.73
MED18              1   28620513   28672478     95      17  198982       2.4537    0.0070697
PHACTR4            1   28661093   28836881    514      10  198982       2.7574    0.0029136
RCC1               1   28797455   28875708    198      11  198982       1.5937     0.055501
TRNAU1AP           1   28844529   28915057    124      14  198982       1.8459     0.032455
RAB42              1   28883712   28931098     72      14  198982       1.8095     0.035184
TAF12              1   28919608   29010416    126      20  198982       1.8711     0.030666
GMEB1              1   28960234   29052115    131      15  198982       2.0147     0.021967
YTHDF2             1   29028133   29106287    115      12  198982       2.0312     0.021116
OPRD1              1   29103654   29200208    266      24  198982       2.9599    0.0015386
EPB41              1   29178603   29456558    555      27  198982       -1.125      0.86971
TMEM200B           1   29435937   29485421    119      17  198982     -0.37852      0.64748
SRSF4              1   29464250   29543637    175      20  198982     -0.16404      0.56515
MECR               1   29509385   29592460    210      24  198982     -0.20899      0.58277
PTPRU              1   29528028   29663325    352      36  198982     -0.19429      0.57702
MATN1              1   31174124   31231432    208      27  198982     -0.24757      0.59777
LAPTM5             1   31195315   31265683    207      36  198982      0.87458       0.1909
SDC3               1   31332313   31416480    206      49  198982      0.42591      0.33509
PUM1               1   31394353   31573838    367      19  198982       -1.304      0.90389
NKAIN1             1   31642592   31747734    330      17  198982     -0.70987      0.76111
SNRNP40            1   31722415   31804644    219      11  198982      -1.6649      0.95203
ZCCHC17            1   31734832   31848569    278      11  198982       -1.626      0.94803
FABP3              1   31828100   31880923    163      12  198982       -1.273      0.89849
SERINC2            1   31847412   31917527    240      17  198982    -0.046068      0.51837
TINAGL1            1   32007086   32063290    156      25  198982       1.0323      0.15096
HCRTR1             1   32048290   32103214     90       9  198982     -0.76426      0.77764
PEF1               1   32085463   32145838    118      11  198982     -0.65245      0.74294
COL16A1            1   32107848   32204768    161      26  198982     -0.24521      0.59685
ADGRB2             1   32182718   32265494     79      17  198982      0.21974      0.41304
