GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
LRRC38             1   13791445   13875242    408      55  312047      -1.7718      0.96179
PDPN               1   13875252   13954452    308      49  303705     -0.15346      0.56098
PRDM2              1   13991714   14161574    590      31  357445     -0.95123      0.82926
KAZN               1   14184646   15454544   4982     351  337869     -0.31534      0.62375
TMEM51             1   15444028   15556974    595      33  364400      0.28185      0.38903
C1orf195           1   15480692   15533120    270      21  365059      0.29491      0.38403
FHAD1              1   15538730   15734767    777      74  315367      0.81886      0.20643
EFHD2              1   15701391   15766839    221      33  289552      0.67921       0.2485
CTRC               1   15729938   15783153    159      36  295009      0.36298      0.35831
CELA2A             1   15748223   15808586    179      31  309418       1.6696     0.047497
CELA2B             1   15767596   15827895    198      28  336962       1.9493      0.02563
CASP9              1   15807896   15886407    251      13  356872       1.7029     0.044292
DNAJC16            1   15818343   15908228    275      11  356439       1.9962     0.022955
AGMAT              1   15888194   15946605    242      12  347646        2.833    0.0023053
DDI2               1   15908953   16005539    315      10  350673       3.0759    0.0010492
RSC1A1             1   15951364   15998217    100       6  362770       2.9727    0.0014759
PLEKHM2            1   15975632   16071264    249      16  339667       2.6164    0.0044427
SLC25A34           1   16027721   16077884    148      17  337964       2.3441    0.0095369
TMEM82             1   16033987   16084292    145      17  340410        2.223     0.013109
FBLIM1             1   16048107   16123089    179      28  334560     -0.26806      0.60567
UQCRHL             1   16123657   16169194    235      14  300174       2.3449    0.0095152
SPEN               1   16139359   16276951    338      20  318158       1.8095     0.035187
ZBTB17             1   16258364   16337627    248      26  354834      0.22604      0.41058
TBC1D3P6           1   16267626   16333701    221      24  352255      0.15251      0.43939
C1orf64            1   16295731   16343184    222      23  358991      0.18944      0.42487
CLCNKA             1   16313486   16370548    374      24  342130      0.22106      0.41252
HSPB7              1   16330523   16381084    356      26  329470      0.59907      0.27456
CLCNKB             1   16335231   16393821    444      32  314559      0.50781      0.30579
FAM131C            1   16374264   16435127    346      24  317826      0.26114      0.39699
EPHA2              1   16440832   16517582    188      25  329349      -1.1287      0.87049
ARHGEF19           1   16514599   16574104    182      15  348586      -1.9199      0.97256
ANO7P1             1   16541343   16588528     99      11  355146      -2.3302       0.9901
RSG1               1   16548182   16598659    107      10  346119      -2.1329      0.98353
FBXO42             1   16563339   16713965    332      16  341717      -1.8172      0.96541
SZRD1              1   16658525   16734643    181      15  350711      -2.0405      0.97935
SPATA21            1   16712101   16798919    236      31  347801      -1.4773       0.9302
NECAP2             1   16732167   16796585    177      25  344243      -1.0342      0.84948
FAM231B            1   16830561   16876198    102      16  169053      0.41568      0.33882
NBPF1              1   16878922   16975100     31      14   49835      0.70136      0.24154
FAM231A            1   16964498   17010007     27       9  145552      0.58224       0.2802
FAM231C            1   17050447   17095956     12       6   56186      0.37003      0.35568
MST1L              1   17071129   17125975     16       8   43992       0.6903        0.245
CROCC              1   17213445   17309474    311      25  209624       1.1124      0.13297
MFAP2              1   17290997   17343081    127      18  325037       1.5117     0.065307
ATP13A2            1   17302453   17373467    190      20  350448       1.8867     0.029599
SDHB               1   17335217   17415665    355      17  362751       1.9306     0.026768
PADI2              1   17383256   17480948    434      29  331508        1.766     0.038695
PADI1              1   17496621   17582501    402      51  321570      -1.2575      0.89571
PADI3              1   17540593   17620728    376      43  344230      0.34755      0.36409
PADI4              1   17599690   17700495    569      37  341420      0.77152       0.2202
PADI6              1   17663741   17738195    401      35  328183      -0.1612      0.56403
RCC2               1   17723251   17801250    258      18  332782     0.091708      0.46346
ARHGEF10L          1   17811693   18034370    553      56  314933       0.4885       0.3126
ACTL8              1   18046808   18163558    308      29  334693      0.16493       0.4345
IGSF21             1   18399240   18714977   1186     140  326954      0.88512      0.18805
KLHDC7A            1   18772424   18822540    204      28  373943     -0.22698      0.58978
PAX7               1   18922500   19085360    535      74  311351      0.51312      0.30393
TAS1R2             1   19156093   19221155    360      43  346986      0.41504      0.33906
ALDH4A1            1   19187924   19264293    335      41  321928       0.1962      0.42223
IFFO2              1   19220774   19317826    354      33  340534      0.35847         0.36
UBR4               1   19391000   19571812    447      27  338013      0.54914      0.29146
EMC1               1   19532158   19613053    362      22  357309     -0.35295      0.63794
MRTO4              1   19543075   19596622    222      25  360252     -0.30136      0.61843
AKR7A3             1   19599057   19650280    211      25  358412      0.14526      0.44225
PQLC2              1   19603740   19668925    250      33  354668       1.0137      0.15536
AKR7A2             1   19619202   19673640    205      27  346927       1.3907     0.082153
CAPZB              1   19655267   19847066    701      38  358462       2.0735     0.019062
MINOS1             1   19888471   19966315    226      21  350025       1.1206      0.13123
MINOS1-NBL1        1   19888471   19994949    318      29  344230       1.0455       0.1479
NBL1               1   19934723   19994949    170      29  333821       1.1575      0.12353
HTR6               1   19956780   20016055    183      25  334437       0.2722      0.39274
TMCO4              1   19998706   20161424    562      75  328952      0.27176       0.3929
RNF186             1   20130522   20176771    206      42  329962      0.85287      0.19686
OTUD3              1   20173356   20249438    251      30  352568       2.0369     0.020828
PLA2G2E            1   20236800   20285110    165      23  353537       1.0447      0.14809
PLA2G2A            1   20291924   20341932    173      29  348357      0.12218      0.45138
PLA2G5             1   20351157   20428394    255      23  360059      0.06572       0.4738
PLA2G2D            1   20429143   20481059    148      43  290514     0.027627      0.48898
PLA2G2F            1   20430823   20486879    148      43  291587      0.32159      0.37388
UBXN10             1   20477578   20532540    137      24  333884        2.419    0.0077816
PLA2G2C            1   20480484   20536687    134      23  333891       2.4509    0.0071246
VWA5B1             1   20582412   20691662    439      38  357657       -1.668      0.95234
CAMK2N1            1   20798884   20847728    101      18  346921      0.79123       0.2144
MUL1               1   20815941   20869674    148      17  358703       1.2869      0.09906
FAM43B             1   20843932   20891513    169      21  366166        1.056      0.14549
CDA                1   20880444   20955401    406      29  358492       1.1776      0.11947
PINK1              1   20924948   20988004    272      15  363887       1.2596      0.10391
DDOST              1   20968260   21023037    193      34  326025       1.3417     0.089843
KIF17              1   20980475   21079317    333      44  336234       1.6825     0.046237
SH2D5              1   21036225   21094133    171      23  349897       1.8439     0.032602
HP1BP3             1   21059170   21148808    180      18  333572       1.7434     0.040633
EIF4G3             1   21122785   21538381    818      25  334930       2.0163     0.021882
ECE1               1   21533740   21707034    544      45  345283       2.5246    0.0057917
NBPF3              1   21731583   21821393    379      28  265299       1.7509     0.039986
ALPL               1   21800475   21914905    481      48  350037       1.5809     0.056951
RAP1GAP            1   21912708   22031010    445      61  355719      0.28481       0.3879
USP48              1   21994791   22144688    506      35  344792     0.030979      0.48764
LDLRAD2            1   22103758   22161714    207      41  327189       0.1884      0.42528
HSPG2              1   22138737   22298750    552      37  329240     -0.23534      0.59303
CELA3B             1   22268418   22325847    423      24  303013      0.60022      0.27418
CELA3A             1   22293149   22349035    458      25  287445      0.48321      0.31447
CDC42              1   22344120   22429439    318      21  349086    -0.078819      0.53141
WNT4               1   22433798   22505474    265      36  361938      -1.0407      0.85099
ZBTB40             1   22743344   22867650    209      23  341442     -0.16255      0.56456
EPHA8              1   22855004   22940087    280      35  331207     -0.28527      0.61228
C1QA               1   22928118   22976175    164      19  341591       -0.257      0.60141
C1QC               1   22934969   22984603    171      19  348776      -0.5863      0.72116
C1QB               1   22944682   22998130    162      17  355298     -0.68455      0.75319
EPHB2              1   23002263   23251823    546      63  330573      0.27071      0.39331
LACTBL1            1   23269536   23334524    160      17  355584      -1.3046      0.90398
KDM1A              1   23310937   23420184    159      13  341500       -1.248      0.89399
C1orf234           1   23327327   23377343     69       9  344936      -1.3512      0.91168
LUZP1              1   23400516   23539301    315      19  355206      -1.5359      0.93772
HTR1D              1   23508388   23556222    172      13  365279      -1.3593      0.91297
HNRNPR             1   23625953   23706143    109      12  333103     0.076826      0.46938
ZNF436             1   23675941   23731357    143      18  337292      0.47209      0.31843
TCEA3              1   23697555   23786269    216      28  335493       0.2901      0.38587
ASAP3              1   23745056   23845750    271      18  335062     0.045552      0.48183
E2F2               1   23822920   23892712    167      28  320563      -2.1297       0.9834
ID3                1   23874421   23921285    104      18  285639      -1.8182      0.96548
RPL11              1   23983269   24032915    124      18  304010     -0.42691      0.66528
TCEB3              1   24034856   24098549     82      12  301510       1.7755     0.037904
PITHD1             1   24069876   24124722     40      14  268111        1.544     0.061298
LYPLA2             1   24082275   24132029     38      13  265198       1.6835      0.04614
GALE               1   24112089   24162294     54       6  322004       1.8808     0.029999
HMGCL              1   24118367   24200110    152      10  336497       1.7729     0.038126
FUCA1              1   24161567   24229859    296      12  339325      0.99441      0.16001
CNR2               1   24187005   24320549    289      15  321632       0.9941      0.16009
PNRC2              1   24251301   24299952     17       6  146797        2.796    0.0025867
SRSF10             1   24282935   24341953     29       7  156665       2.1807     0.014604
MYOM3              1   24372531   24473665    364      38  348480       2.1464     0.015921
IL22RA1            1   24436261   24504783    233      31  345134     -0.88789       0.8127
IFNLR1             1   24470647   24548765    289      43  312994      0.93781      0.17417
GRHL3              1   24610812   24700972    273      33  353536      -1.4087      0.92054
STPG1              1   24673489   24776587    295      17  363359     -0.42627      0.66504
NIPAL3             1   24707245   24809473    280      17  359343     -0.40666      0.65787
RCAN3              1   24793841   24873510    210      23  341451      0.47482      0.31746
NCMAP              1   24847567   24945819    423      41  350764      0.64837      0.25837
SRRM1              1   24934594   25009772    111      15  323052     -0.34391      0.63454
CLIC4              1   25036760   25180815    202      17  321400        1.556     0.059859
RUNX3              1   25216002   25326648    320      39  321101       2.0512     0.020126
SYF2               1   25538767   25594013     43      18  248508      0.44357      0.32868
RSRP1              1   25558740   25609010     43      19  212797     -0.15525      0.56169
RHD                1   25563884   25666936    100      19  129908       -0.634      0.73696
TMEM50A            1   25629789   25698852     64      11  182015     -0.76845      0.77889
RHCE               1   25677853   25782363    152       7  293744      -0.8981      0.81543
TMEM57             1   25722388   25836700    183       6  298350       -1.615      0.94684
LDLRAP1            1   25835071   25905377    150      23  249535       1.8543     0.031846
MAN1C1             1   25908959   26121258    321      29  307369     -0.80089       0.7884
SEPN1              1   26091667   26154713    144      17  318504     -0.77938      0.78212
MTFR1L             1   26111397   26169433    140       9  336856     -0.51298      0.69602
AUNIP              1   26148414   26220939    145       9  333104     -0.44573       0.6721
PAQR7              1   26177975   26237461     88       9  314567     -0.63707      0.73796
STMN1              1   26200670   26268368     96      10  324347       -1.254      0.89508
PAFAH2             1   26276258   26361366    179      13  336759    -0.012617      0.50503
EXTL1              1   26313266   26372955    106      12  337263     -0.68327      0.75278
SLC30A2            1   26354513   26408439    120      10  345528     -0.28664       0.6128
TRIM63             1   26367792   26429142    128       9  345102    -0.039631      0.51581
PDIK1L             1   26402656   26462039    124       4  358484      0.35108      0.36276
FAM110D            1   26450511   26499119    105      12  337318     -0.63983      0.73886
ZNF593             1   26461388   26507364    107      13  338184     -0.59717       0.7248
CNKSR1             1   26468981   26526375    164      18  348398     -0.76787      0.77872
CATSPER4           1   26482119   26539033    175      20  350847     -0.90069      0.81612
CEP85              1   26525644   26615529    313      15  359628     -0.50236      0.69229
SH3BGRL3           1   26571213   26618013    145      12  374301     0.096239      0.46167
UBXN11             1   26598773   26679756    267      17  358816      0.93822      0.17407
CD52               1   26609411   26657014    166      14  361323      0.52461      0.29993
AIM1L              1   26638350   26715621    281      25  340767      0.76201      0.22303
ZNF683             1   26678125   26736023    224      31  330194      0.34813      0.36387
LIN28A             1   26702269   26766219    173      25  326636       1.0554      0.14563
DHDDS              1   26723773   26807797    166      23  343206       1.2269      0.10992
HMGN2              1   26763902   26813133     94      17  345076      0.69872      0.24236
RPS6KA1            1   26821249   26911520    206      23  349599       1.5442     0.061268
ARID1A             1   26987522   27118601    178      12  346437     -0.76341      0.77739
LOC101928728       1   27008623   27057896     75       6  352018     -0.71562      0.76289
PIGV               1   27078739   27134894     65       8  340675     -0.91286      0.81934
ZDHHC18            1   27118201   27194092    103      12  313855     -0.46005      0.67726
SFN                1   27154633   27200947     73       8  311747   -0.0092466      0.50369
GPN2               1   27195872   27251869     94      11  334577     0.035748      0.48574
GPATCH3            1   27206979   27261962     85      11  340495     0.024771      0.49012
NUDC               1   27213187   27283362    100      12  336437      0.43423      0.33206
NR0B2              1   27227975   27275567     75      11  340627      0.24478      0.40331
KDF1               1   27266047   27321901     69       9  318188      0.29036      0.38577
TRNP1              1   27285189   27337377     58       8  308823     -0.55498      0.71055
FAM46B             1   27321511   27374333     90       9  339150      0.47171      0.31857
SLC9A1             1   27415300   27516621    185       8  327978     -0.26088      0.60291
WDTC1              1   27526007   27645124    205      20  305646       -0.989      0.83867
TMEM222            1   27613636   27672891    103      16  305280     -0.52595      0.70054
SYTL1              1   27633483   27690423    130      21  315505     -0.88671      0.81238
MAP3K6             1   27671670   27728558     99      22  306263       -1.634      0.94887
GPR3               1   27684148   27732318     72      16  307791      -1.4981      0.93294
FCN3               1   27685601   27736315     70      15  315842      -1.4844      0.93115
CD164L2            1   27695596   27744823     59       9  300491      -1.6845      0.95396
WASF2              1   27720734   27851678    220      14  288337      -1.1304      0.87085
AHDC1              1   27850756   27965463    142      21  266109      0.36442      0.35777
FGR                1   27928800   27996727    127      20  208725      0.12619      0.44979
IFI6               1   27982572   28033724    113       7  174114      0.11445      0.45444
FAM76A             1   28017490   28099426    156       9  164521     -0.41341      0.66035
STX12              1   28064694   28160963    120       8  177396     -0.41474      0.66083
PPP1R8             1   28122252   28188183     71       7  200161     -0.49797      0.69075
THEMIS2            1   28164055   28223196    131      19  292182     -0.16155      0.56417
RPA2               1   28208035   28276255    228      14  347641     -0.44363      0.67134
SMPDL3B            1   28226456   28295663    226      16  340362     -0.30487      0.61977
XKR8               1   28251504   28304604    159      16  338869      -0.3055      0.62001
EYA3               1   28286855   28450173    314      27  306179     -0.86343      0.80605
PTAFR              1   28463677   28555447    159      17  325963     -0.92171      0.82166
DNAJC8             1   28516789   28594542    230      15  343392      -1.0802      0.85998
ATPIF1             1   28527602   28574616    145      10  343786      -1.1267      0.87006
SESN2              1   28550963   28619002    192      16  347039     -0.52775      0.70116
MED18              1   28620513   28672478    103      18  289056      0.35795      0.36019
PHACTR4            1   28661093   28836881    547      10  341708      0.46687       0.3203
RCC1               1   28797455   28875708    212      12  322124    -0.075856      0.53023
TRNAU1AP           1   28844529   28915057    129      14  308956     0.032399      0.48708
RAB42              1   28883712   28931098     74      14  301484      0.14736      0.44142
TAF12              1   28919608   29010416    135      20  305727      0.31576      0.37609
GMEB1              1   28960234   29052115    138      16  328675       0.1432      0.44307
YTHDF2             1   29028133   29106287    118      12  334974     -0.31594      0.62398
OPRD1              1   29103654   29200208    276      25  354369       1.5258     0.063526
EPB41              1   29178603   29456558    577      29  349423         2.26     0.011912
TMEM200B           1   29435937   29485421    123      18  355745       1.6085     0.053866
SRSF4              1   29464250   29543637    182      21  353156       2.0436     0.020498
MECR               1   29509385   29592460    214      24  363783       1.7082     0.043804
PTPRU              1   29528028   29663325    357      38  342229       1.4599      0.07216
MATN1              1   31174124   31231432    213      27  329225       2.1629     0.015273
LAPTM5             1   31195315   31265683    215      35  308588       2.8361    0.0022831
SDC3               1   31332313   31416480    216      49  311265     -0.35829      0.63994
PUM1               1   31394353   31573838    383      20  342916      0.29174      0.38524
NKAIN1             1   31642592   31747734    343      18  345844     -0.61512      0.73076
SNRNP40            1   31722415   31804644    221      12  357365      -0.4411      0.67043
ZCCHC17            1   31734832   31848569    278      10  359498     -0.59048      0.72257
